tier,company_name,trade,ownership_type,county,city,zip,address,phone,website,google_rating,google_reviews,services,license_types,license_numbers,status,notes,match_source,google_place_id,google_url,ownership_confidence,parent_company_or_notes,active_license_count
B — Phone + priority county,FLOW MASTERS PLUMBING AND AIR SOLUTIONS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Bradenton,34212,"12911 7Th Ave Ne, Bradenton, FL, 34212",(941) 708-1669,flowmastersplumbingflorida.com,4.9,1838,"Plumber, HVAC contractor",CFC,CFC1432865,new,,companies.json (exact_name),ChIJxT_yh5w6w4gRCQI65XygMyw,https://www.google.com/maps/search/?api=1&query=Flow%20Masters%20Plumbing%20and%20Air%20Solutions%2C%20LLC&query_place_id=ChIJxT_yh5w6w4gRCQI65XygMyw,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FLOW MASTERS PLUMBING SOLUTIONS INC.,Plumbing,Independent / Likely Family-Owned (unverified),Manatee,Bradenton,34212,"12911 7Th Ave Ne, Bradenton, FL, 34212",(941) 708-1669,flowmastersplumbingflorida.com,4.9,1838,"Plumber, HVAC contractor",CFC,CFC1428811,new,,companies.json (exact_name),ChIJxT_yh5w6w4gRCQI65XygMyw,https://www.google.com/maps/search/?api=1&query=Flow%20Masters%20Plumbing%20and%20Air%20Solutions%2C%20LLC&query_place_id=ChIJxT_yh5w6w4gRCQI65XygMyw,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FREEDOM AIR AND PLUMBING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Orange,Orlando,32806,"1251 Lake Willisara Circle, Orlando, FL, 32806",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber","CFC, CMC",CFC035768; CMC1250879,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,FREEDOM HEATING AND AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Duval,Jacksonville,32224,"3096 Mystic Falls Dr, Jacksonville, FL, 32224",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber",CAC,CAC057057,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FREEDOM HEATING AND COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33904,"4638 Se 20Th Pl, Cape Coral, FL, 33904",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber",CAC,CAC1819876,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FREEDOM PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Hollywood,33024,"6650 Meade Street, Hollywood, FL, 33024",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber",CFC,CFC057333,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FREEDOM PLUMBING SERVICES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,North Port,34287,"4810 Abadan Street, North Port, FL, 34287",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber",CFC,CFC1431520,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,FREEDOM-AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33647,"18516 Ambly Lane, Tampa, FL, 33647",(772) 206-2298,freedomairheat.com/service-area/vero-beach-fl,4.8,1795,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Air conditioning system supplier, Air duct cleaning service, Heating contractor, Heating equipment supplier, Plumber",CAC,CAC1817487,new,,companies.json (exact_name),ChIJIcgVm-Je3ogRqLqqjeobF-M,https://www.google.com/maps/search/?api=1&query=Freedom%20Air%20and%20Plumbing&query_place_id=ChIJIcgVm-Je3ogRqLqqjeobF-M,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,MATT'S PLUMBING SERVICES INC,Plumbing,Independent / Likely Family-Owned (unverified),Pasco,Zephyrhills,33541,"2238 Stratten Dr, Zephyrhills, FL, 33541",(813) 269-7370,mattsplumbingpros.com,4.7,1697,"Plumber, Bathroom remodeler, Drainage service, Hot water system supplier, Kitchen remodeler, Water filter supplier, Water softening equipment supplier",CFC,CFC1429484,new,,companies.json (exact_name),ChIJMZODNqDqwogRf0HlOqMvGYo,https://www.google.com/maps/search/?api=1&query=Matt's%20Plumbing%20Services&query_place_id=ChIJMZODNqDqwogRf0HlOqMvGYo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,LINDSTROM AIR CONDITIONING & PLUMBING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Broward,Pompano Beach,33069,"3581 W Mcnab Road, Pompano Beach, FL, 33069",(772) 210-7034,www.lindstromair.com/port-st-lucie,4.8,1624,"Air conditioning repair service, Air conditioning contractor, Heating contractor, HVAC contractor, Plumber","CAC, CFC",CAC056703; CAC056971; CAC1822693; CFC1427611,new,,companies.json (exact_name),ChIJj5pcOQLD3ogRC_5x6W9Tw3E,https://www.google.com/maps/search/?api=1&query=Lindstrom%20Air%20Conditioning%20%26%20Plumbing&query_place_id=ChIJj5pcOQLD3ogRC_5x6W9Tw3E,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,4
B — Phone + priority county,LAKESIDE HEATING COOLING & PLUMBING INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Pasco,Land O' Lakes,34639,"4608 Land O'Lakes Blvd, Land O' Lakes, FL, 34639",(813) 444-9474,lakesidecomfortpros.com,5,1571,"Air conditioning contractor, Air conditioning repair service, Furnace repair service, Heating contractor, HVAC contractor, Plumber","CAC, CFC",CAC1818869; CFC1429720,new,,companies.json (exact_name),ChIJfYm7FZm7wogR7A8xiDea4_w,https://www.google.com/maps/search/?api=1&query=Lakeside%20Heating%20Cooling%20%26%20Plumbing%20Inc&query_place_id=ChIJfYm7FZm7wogR7A8xiDea4_w,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,CONTINENTAL AIR CONDITIONING INC,HVAC,Independent / Likely Family-Owned (unverified),Miami-Dade,Hialeah,33013,"650 East 53Rd Street, Hialeah, FL, 33013",(727) 888-5137,www.continentalplumbing.net,4.9,1560,Plumber,CAC,CAC057496,new,,companies.json (exact_name),ChIJz81JjleQwogRfSRR5XTUlPI,https://www.google.com/maps/search/?api=1&query=Continental%20Plumbing%20Services%2C%20Llc&query_place_id=ChIJz81JjleQwogRfSRR5XTUlPI,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,CONTINENTAL PLUMBING CORP,Plumbing,Independent / Likely Family-Owned (unverified),Miami-Dade,Miami,33170,"20680 Sw 216 St, Miami, FL, 33170",(727) 888-5137,www.continentalplumbing.net,4.9,1560,Plumber,CFC,CFC027527,new,,companies.json (exact_name),ChIJz81JjleQwogRfSRR5XTUlPI,https://www.google.com/maps/search/?api=1&query=Continental%20Plumbing%20Services%2C%20Llc&query_place_id=ChIJz81JjleQwogRfSRR5XTUlPI,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,CONTINENTAL PLUMBING SERVICES LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pasco,New Port Richey,34653,"4015  Crestwood Blvd., New Port Richey, FL, 34653",(727) 888-5137,www.continentalplumbing.net,4.9,1560,Plumber,CFC,CFC1427479,new,,companies.json (exact_name),ChIJz81JjleQwogRfSRR5XTUlPI,https://www.google.com/maps/search/?api=1&query=Continental%20Plumbing%20Services%2C%20Llc&query_place_id=ChIJz81JjleQwogRfSRR5XTUlPI,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"MIRANDA PLUMBING & AIR CONDITIONING, INC.",Plumbing + HVAC,Independent / Likely Family-Owned (unverified),St. Lucie,Port St Lucie,34986,"750 Nw Enterprise Drive Suite 100, Port St Lucie, FL, 34986",(833) 950-5877,www.mirandahomeservices.com,4.9,1459,"HVAC contractor, Air conditioning contractor, Air conditioning repair service, Drainage service, Furnace repair service, Heating contractor, Plumber","CAC, CFC",CAC1815486; CFC1427227,new,,companies.json (exact_name),ChIJGWbOwIrs3ogREcnW6QwNRfU,https://www.google.com/maps/search/?api=1&query=Miranda%20Plumbing%20%26%20Air%20Conditioning&query_place_id=ChIJGWbOwIrs3ogREcnW6QwNRfU,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,CLOG KINGS LLC,Plumbing,Independent / Likely Family-Owned (unverified),Pinellas,St. Petersburg,33709,"5001 49Th St N, St. Petersburg, FL, 33709",(727) 479-4028,clogkingsllc.com,4.9,1371,Plumber,CFC,CFC1429816,new,,companies.json (exact_name),ChIJl_as64vkwogRSydKtmU_HqE,https://www.google.com/maps/search/?api=1&query=Clog%20Kings%2C%20LLC&query_place_id=ChIJl_as64vkwogRSydKtmU_HqE,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,AIR EXPRESS HVAC LLC,Mechanical,Independent / Likely Family-Owned (unverified),Lee,Fort Myers,33905,"5738 Corporation Cir, Fort Myers, FL, 33905",(941) 355-8422,www.plumbing-express.com,4.9,1304,"Plumber, Contractor, Drainage service, Gas installation service, HVAC contractor, Repair service",CMC,CMC1250704,new,,companies.json (exact_name),ChIJI4jHoaE_w4gRV3eh6vu8Gwo,https://www.google.com/maps/search/?api=1&query=Plumbing%20Express%2C%20Inc.&query_place_id=ChIJI4jHoaE_w4gRV3eh6vu8Gwo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,EXPRESS AIR CONDITIONING SERVICE INC,HVAC,Independent / Likely Family-Owned (unverified),Palm Beach,Boca Raton,33486,"1700 Sw 6 Pl, Boca Raton, FL, 33486",(941) 355-8422,www.plumbing-express.com,4.9,1304,"Plumber, Contractor, Drainage service, Gas installation service, HVAC contractor, Repair service",CAC,CAC052414,new,,companies.json (exact_name),ChIJI4jHoaE_w4gRV3eh6vu8Gwo,https://www.google.com/maps/search/?api=1&query=Plumbing%20Express%2C%20Inc.&query_place_id=ChIJI4jHoaE_w4gRV3eh6vu8Gwo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"EXPRESS AIR, INC.",HVAC,Independent / Likely Family-Owned (unverified),Broward,Pompano Beach,33064,"2955 Nw 2Nd Avenue, Pompano Beach, FL, 33064",(941) 355-8422,www.plumbing-express.com,4.9,1304,"Plumber, Contractor, Drainage service, Gas installation service, HVAC contractor, Repair service",CAC,CAC1813916,new,,companies.json (exact_name),ChIJI4jHoaE_w4gRV3eh6vu8Gwo,https://www.google.com/maps/search/?api=1&query=Plumbing%20Express%2C%20Inc.&query_place_id=ChIJI4jHoaE_w4gRV3eh6vu8Gwo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,PLUMBING EXPRESS INC,Plumbing,Independent / Likely Family-Owned (unverified),Sarasota,Sarasota,34234,"2249 Industrial Blvd, Sarasota, FL, 34234",(941) 355-8422,www.plumbing-express.com,4.9,1304,"Plumber, Contractor, Drainage service, Gas installation service, HVAC contractor, Repair service",CFC,CFC024526; CFC1425933,new,,companies.json (exact_name),ChIJI4jHoaE_w4gRV3eh6vu8Gwo,https://www.google.com/maps/search/?api=1&query=Plumbing%20Express%2C%20Inc.&query_place_id=ChIJI4jHoaE_w4gRV3eh6vu8Gwo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,2
B — Phone + priority county,THE COOLING EXPRESS CORP,HVAC,Independent / Likely Family-Owned (unverified),Broward,Pembroke Pines,33025,"9931 Sw 7Th Street, Pembroke Pines, FL, 33025",(941) 355-8422,www.plumbing-express.com,4.9,1304,"Plumber, Contractor, Drainage service, Gas installation service, HVAC contractor, Repair service",CAC,CAC1816554,new,,companies.json (exact_name),ChIJI4jHoaE_w4gRV3eh6vu8Gwo,https://www.google.com/maps/search/?api=1&query=Plumbing%20Express%2C%20Inc.&query_place_id=ChIJI4jHoaE_w4gRV3eh6vu8Gwo,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,OLIN PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Hillsborough,Tampa,33605,"3201 E 8Th Ave, Tampa, FL, 33605",(813) 443-5820,www.plumberstampa.com,4.9,1283,Plumber,CFC,CFC1428000,new,,companies.json (exact_name),ChIJVcLEKbnPwogRwVC2K5HOt4w,https://www.google.com/maps/search/?api=1&query=Olin%20Plumbing%20Inc.&query_place_id=ChIJVcLEKbnPwogRwVC2K5HOt4w,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,NEXT AIR,HVAC,Independent / Likely Family-Owned (unverified),Lee,Cape Coral,33991,"3108 Santa Barbara Blvd Unit 105, Cape Coral, FL, 33991",(239) 688-2702,asknextplumbing.com,4.9,1282,"Plumber, Air conditioning repair service, Drainage service, HVAC contractor",CAC,CAC1823435,new,,companies.json (exact_name),ChIJP0MBs9Ns24gRdL0HqPsu1Fc,https://www.google.com/maps/search/?api=1&query=Next%20Plumbing&query_place_id=ChIJP0MBs9Ns24gRdL0HqPsu1Fc,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,NEXT PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Lee,Fort Myers,33913,"11187 Sand Pine Ct, Fort Myers, FL, 33913",(239) 688-2702,asknextplumbing.com,4.9,1282,"Plumber, Air conditioning repair service, Drainage service, HVAC contractor",CFC,CFC1430115,new,,companies.json (exact_name),ChIJP0MBs9Ns24gRdL0HqPsu1Fc,https://www.google.com/maps/search/?api=1&query=Next%20Plumbing&query_place_id=ChIJP0MBs9Ns24gRdL0HqPsu1Fc,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,"IRONCLAD PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Lee,Bonita Springs,34135,"10971 K Nine Dr #102, Bonita Springs, FL, 34135",(239) 289-4860,ironcladplumbing.com,5,1203,"Plumber, Drainage service, Septic system service",CFC,CFC1430272,new,,companies.json (exact_name),ChIJoQ7jB-4F24gRZ660nL5_JJA,https://www.google.com/maps/search/?api=1&query=Ironclad%20Plumbing&query_place_id=ChIJoQ7jB-4F24gRZ660nL5_JJA,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
B — Phone + priority county,DREAM LAND PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Broward,Tamarac,33319,"5804 Nw 57Th Avenue, Tamarac, FL, 33319",(772) 202-5919,www.dreamlandplumbing.com,4.9,1147,"Plumber, Drainage service, Gas installation service, Hot water system supplier, Septic system service, Water softening equipment supplier",CFC,CFC1432155,new,,companies.json (exact_name),ChIJpx7pqiMASmcRZkOScKVDO78,https://www.google.com/maps/search/?api=1&query=Dream%20Land%20Plumbing%20LLC&query_place_id=ChIJpx7pqiMASmcRZkOScKVDO78,Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,1
